canonical_id,canonical_name,scientific_name,authorship,rank,status,is_hybrid,accepted_canonical_id,authority_mappings_count,authorities
5934,Anoectochilus kinabaluensis,Anoectochilus kinabaluensis (Rolfe) J. J. Wood & Ormerod,(Rolfe) J. J. Wood & Ormerod,species,accepted,False,,2,GBIF
5935,Anoectochilus klabatensis,"Anoectochilus klabatensis (Schltr.) S. Thomas, Schuit. & de Vogel","(Schltr.) S. Thomas, Schuit. & de Vogel",species,accepted,False,,2,GBIF
5936,Anoectochilus koshunensis,Anoectochilus koshunensis Hayata,Hayata,species,accepted,False,,2,GBIF
5937,Anoectochilus longicalcaratus,Anoectochilus longicalcaratus J. J. Sm.,J. J. Sm.,species,accepted,False,,1,GBIF
5938,Anoectochilus longilobus,Anoectochilus longilobus H. Jiang & H. Z. Tian,H. Jiang & H. Z. Tian,species,accepted,False,,2,GBIF
5939,Anoectochilus lylei,Anoectochilus lylei Rolfe ex Downie,Rolfe ex Downie,species,accepted,False,,1,GBIF
5940,Anoectochilus malipoensis,Anoectochilus malipoensis W. H. Chen & Y. M. Shui,W. H. Chen & Y. M. Shui,species,accepted,False,,2,GBIF
5941,Anoectochilus medogensis,Anoectochilus medogensis H.Z.Tian & Yue Jin,H.Z.Tian & Yue Jin,species,accepted,False,,2,GBIF
5942,Anoectochilus nandanensis,Anoectochilus nandanensis Y. Feng Huang & X. C. Qu,Y. Feng Huang & X. C. Qu,species,accepted,False,,2,GBIF
5943,Anoectochilus nicobaricus,Anoectochilus nicobaricus N. P. Balakr. & Chakr.,N. P. Balakr. & Chakr.,species,accepted,False,,2,GBIF
5944,Anoectochilus papillosus,Anoectochilus papillosus Aver.,Aver.,species,accepted,False,,1,GBIF
5945,Anoectochilus papuanus,Anoectochilus papuanus (Schltr.) W. Kittr.,(Schltr.) W. Kittr.,species,accepted,False,,1,GBIF
5946,Anoectochilus pectinatus,Anoectochilus pectinatus (Hook.f.) Ridl.,(Hook.f.) Ridl.,species,accepted,False,,1,GBIF
5947,Anoectochilus pingbianensis,Anoectochilus pingbianensis K. Y. Lang,K. Y. Lang,species,accepted,False,,1,GBIF
5948,Anoectochilus rhombilabius,Anoectochilus rhombilabius Ormerod,Ormerod,species,accepted,False,,1,GBIF
5949,Gomphichis schneideri,"Gomphichis schneideri Szlach., S. Nowak & Paluch.","Szlach., S. Nowak & Paluch.",species,accepted,False,,2,GBIF
5950,Gomphichis steyermarkii,Gomphichis steyermarkii Foldats,Foldats,species,accepted,False,,2,GBIF
5951,Porphyrostachys,Porphyrostachys Rchb.f.,Rchb.f.,genus,accepted,False,,2,GBIF;POWO
5952,Anoectochilus roxburghii,Anoectochilus roxburghii (Wall.) Lindl.,(Wall.) Lindl.,species,accepted,False,,2,GBIF
5953,Anoectochilus sandvicensis,Anoectochilus sandvicensis Lindl.,Lindl.,species,accepted,False,,2,GBIF
5954,Anoectochilus sanguineus,Anoectochilus sanguineus P. T. Ong & P. O'Byrne,P. T. Ong & P. O'Byrne,species,accepted,False,,2,GBIF
5955,Anoectochilus setaceus,Anoectochilus setaceus Blume,Blume,species,accepted,False,,1,GBIF
5956,Anoectochilus subregularis,Anoectochilus subregularis (Rchb.f.) Ormerod,(Rchb.f.) Ormerod,species,accepted,False,,1,GBIF
5957,Anoectochilus sumatranus,Anoectochilus sumatranus (J. J. Sm.) J. B. Comber,(J. J. Sm.) J. B. Comber,species,accepted,False,,1,GBIF
5958,Anoectochilus tenebris,Anoectochilus tenebris S. Calleja,S. Calleja,species,accepted,False,,1,GBIF
5959,Anoectochilus tridentatus,Anoectochilus tridentatus Seidenf.,Seidenf.,species,accepted,False,,1,GBIF
5960,Anoectochilus x,Anoectochilus x buqunhuensis H. Z. Tian & C. Xing Li,buqunhuensis H. Z. Tian & C. Xing Li,species,accepted,True,,2,GBIF
5961,Anoectochilus xingrenensis,Anoectochilus xingrenensis Z. H. Tsi & X. H. Jin,Z. H. Tsi & X. H. Jin,species,accepted,False,,2,GBIF
5962,Anoectochilus yatesiae,Anoectochilus yatesiae F. M. Bailey,F. M. Bailey,species,accepted,False,,1,GBIF
5963,Anoectochilus zhejiangensis,Anoectochilus zhejiangensis Z. Wei & Y. B. Chang,Z. Wei & Y. B. Chang,species,accepted,False,,3,GBIF
5964,Anoectochilus zhongshanensis,Anoectochilus zhongshanensis C. Jian Zheng & Yan B. Wu,C. Jian Zheng & Yan B. Wu,species,accepted,False,,2,GBIF
5965,Aenhenrya,Aenhenrya Gopalan,Gopalan,genus,accepted,False,,2,GBIF;POWO
5966,Glomera fusca,Glomera fusca (Schltr.) J. J. Sm.,(Schltr.) J. J. Sm.,species,accepted,False,,1,GBIF
5967,Aenhenrya rotundifolia,Aenhenrya rotundifolia (Blatt.) C. S. Kumar & Rasm.,(Blatt.) C. S. Kumar & Rasm.,species,accepted,False,,3,GBIF
5968,Galeottiellinae,Galeottiellinae Salazar & M. W. Chase,Salazar & M. W. Chase,subtribe,accepted,False,,0,
5969,Galeottiella,Galeottiella Schltr.,Schltr.,genus,accepted,False,,2,GBIF;POWO
5970,Gomphichis traceyae,Gomphichis traceyae Rolfe,Rolfe,species,accepted,False,,2,GBIF
5971,Galeottiella sarcoglossa,Galeottiella sarcoglossa (A. Rich. & Galeotti) Schltr.,(A. Rich. & Galeotti) Schltr.,species,accepted,False,,3,GBIF
5972,Manniellinae,Manniellinae Schltr.,Schltr.,subtribe,accepted,False,,1,POWO
5973,Manniella,Manniella Rchb.f.,Rchb.f.,genus,accepted,False,,2,GBIF;POWO
5974,Manniella cypripedioides,"Manniella cypripedioides Salazar, T. Franke, Zapfack & Beenken","Salazar, T. Franke, Zapfack & Beenken",species,accepted,False,,3,GBIF
5975,Manniella gustavi,Manniella gustavi Rchb.f.,Rchb.f.,species,accepted,False,,1,GBIF
5976,Discyphinae,Discyphinae Salazar & van den Berg,Salazar & van den Berg,subtribe,accepted,False,,0,
5977,Discyphus,Discyphus Schltr.,Schltr.,genus,accepted,False,,2,GBIF;POWO
5978,Discyphus scopulariae,Discyphus scopulariae (Rchb.f.) Schltr.,(Rchb.f.) Schltr.,species,accepted,False,,3,GBIF
5979,Cranichidinae,Cranichidinae Lindl. ex Meisn.,Lindl. ex Meisn.,subtribe,accepted,False,,0,
5980,Prescottia,Prescottia Lindl.,Lindl.,genus,accepted,False,,2,GBIF;POWO
5981,Prescottia auyantepuiensis,Prescottia auyantepuiensis Carnevali & G. A. Romero,Carnevali & G. A. Romero,species,accepted,False,,2,GBIF
5982,Prescottia carnosa,Prescottia carnosa C. Schweinf.,C. Schweinf.,species,accepted,False,,1,GBIF
5983,Prescottia congesta,Prescottia congesta Pupulin,Pupulin,species,accepted,False,,1,GBIF
5984,Prescottia cordifolia,Prescottia cordifolia Rchb.f.,Rchb.f.,species,accepted,False,,1,GBIF
5985,Prescottia densiflora,Prescottia densiflora (Brongn.) Lindl.,(Brongn.) Lindl.,species,accepted,False,,1,GBIF
5986,Prescottia ecuadorensis,Prescottia ecuadorensis C. O. Azevedo & Van den Berg,C. O. Azevedo & Van den Berg,species,accepted,False,,2,GBIF
5987,Prescottia glazioviana,Prescottia glazioviana Cogn.,Cogn.,species,accepted,False,,1,GBIF
5988,Prescottia lancifolia,Prescottia lancifolia Lindl.,Lindl.,species,accepted,False,,1,GBIF
5989,Prescottia leptostachya,Prescottia leptostachya Lindl.,Lindl.,species,accepted,False,,1,GBIF
5990,Prescottia lojana,Prescottia lojana Dodson,Dodson,species,accepted,False,,1,GBIF
5991,Prescottia microrhiza,Prescottia microrhiza Barb. Rodr.,Barb. Rodr.,species,accepted,False,,1,GBIF
5992,Prescottia montana,Prescottia montana Barb. Rodr.,Barb. Rodr.,species,accepted,False,,1,GBIF
5993,Prescottia mucugensis,Prescottia mucugensis C. O. Azevedo & Van den Berg,C. O. Azevedo & Van den Berg,species,accepted,False,,2,GBIF
5994,Prescottia nervosa,"Prescottia nervosa Archila, Szlach. & Chiron","Archila, Szlach. & Chiron",species,accepted,False,,2,GBIF
5995,Prescottia nivalis,Prescottia nivalis Barb. Rodr.,Barb. Rodr.,species,accepted,False,,1,GBIF
5996,Glomera fuscosetosa,Glomera fuscosetosa Schuit. & de Vogel,Schuit. & de Vogel,species,accepted,False,,1,GBIF
5997,Glomera gamosepalata,Glomera gamosepalata P. Royen,P. Royen,species,accepted,False,,1,GBIF
5998,Glomera gastrodioides,"Glomera gastrodioides Cootes, Cabactulan & M. Leon","Cootes, Cabactulan & M. Leon",species,accepted,False,,2,GBIF
5999,Gomphichis valida,Gomphichis valida Rchb.f.,Rchb.f.,species,accepted,False,,2,GBIF
6000,Lepanthes glochidea,Lepanthes glochidea Luer,Luer,species,accepted,False,,1,GBIF
6001,Prescottia oligantha,Prescottia oligantha (Sw.) Lindl.,(Sw.) Lindl.,species,accepted,False,,2,GBIF
6002,Prescottia ostenii,Prescottia ostenii Pabst,Pabst,species,accepted,False,,1,GBIF
6003,Prescottia phleoides,Prescottia phleoides Lindl.,Lindl.,species,accepted,False,,1,GBIF
6004,Prescottia plantaginifolia,Prescottia plantaginifolia Lindl.,Lindl.,species,accepted,False,,1,GBIF
6005,Prescottia polyphylla,Prescottia polyphylla Porsch,Porsch,species,accepted,False,,1,GBIF
6006,Prescottia serrana,Prescottia serrana M. N. Correa,M. N. Correa,species,accepted,False,,1,GBIF
6007,Prescottia sibundoyensis,"Prescottia sibundoyensis S. Nowak, Kolan., Medina Tr. & Szlach.","S. Nowak, Kolan., Medina Tr. & Szlach.",species,accepted,False,,2,GBIF
6008,Prescottia stachyodes,Prescottia stachyodes (Sw.) Lindl.,(Sw.) Lindl.,species,accepted,False,,1,GBIF
6009,Prescottia tepuyensis,Prescottia tepuyensis Carnevali & Vargas,Carnevali & Vargas,species,accepted,False,,2,GBIF
6010,Galeoglossum,Galeoglossum A. Rich. & Galeotti,A. Rich. & Galeotti,genus,accepted,False,,3,GBIF;POWO
6011,Galeoglossum cactorum,Galeoglossum cactorum Salazar & C. Ch&aacute;vez,Salazar & C. Ch&aacute;vez,species,accepted,False,,2,GBIF
6012,Galeoglossum thysanochilum,Galeoglossum thysanochilum (B. L. Rob. & Greenm.) Salazar,(B. L. Rob. & Greenm.) Salazar,species,accepted,False,,2,GBIF
6013,Galeoglossum tubulosum,Galeoglossum tubulosum (Lindl.) Salazar & Soto Arenas,(Lindl.) Salazar & Soto Arenas,species,accepted,False,,2,GBIF
6014,Stenoptera,Stenoptera C. Presl,C. Presl,genus,accepted,False,,2,GBIF;POWO
6015,Stenoptera acuta,Stenoptera acuta Lindl.,Lindl.,species,accepted,False,,1,GBIF
6016,Stenoptera ciliaris,Stenoptera ciliaris C. Schweinf.,C. Schweinf.,species,accepted,False,,1,GBIF
6017,Stenoptera ecuadorana,Stenoptera ecuadorana Dodson & C. Vargas,Dodson & C. Vargas,species,accepted,False,,2,GBIF
6018,Stenoptera laxiflora,Stenoptera laxiflora C. Schweinf.,C. Schweinf.,species,accepted,False,,1,GBIF
6019,Stenoptera montana,Stenoptera montana C. Schweinf.,C. Schweinf.,species,accepted,False,,1,GBIF
6020,Ponthieva hildae,Ponthieva hildae R. Gonz&aacute;lez & Soltero,R. Gonz&aacute;lez & Soltero,species,accepted,False,,3,GBIF
6021,Gomphichis adnata,Gomphichis adnata Schltr.,Schltr.,species,accepted,False,,2,GBIF
6022,Gomphichis alba,Gomphichis alba F. Lehm. & Kraenzl.,F. Lehm. & Kraenzl.,species,accepted,False,,3,GBIF
6023,Gomphichis altissima,Gomphichis altissima Renz,Renz,species,accepted,False,,2,GBIF
6024,Gomphichis bogotensis,Gomphichis bogotensis Renz,Renz,species,accepted,False,,2,GBIF
6025,Gomphichis carlos-parrae,Gomphichis carlos-parrae S. Nowak & Szlach.,S. Nowak & Szlach.,species,accepted,False,,2,GBIF
6026,Gomphichis caucana,Gomphichis caucana Schltr.,Schltr.,species,accepted,False,,2,GBIF
6027,Gomphichis cladotricha,Gomphichis cladotricha Renz,Renz,species,accepted,False,,2,GBIF
6028,Gomphichis costaricensis,"Gomphichis costaricensis (Schltr.) Ames, F. T. Hubb. & C. Schweinf.","(Schltr.) Ames, F. T. Hubb. & C. Schweinf.",species,accepted,False,,2,GBIF
6029,Gomphichis crassilabia,Gomphichis crassilabia Garay,Garay,species,accepted,False,,2,GBIF
6030,Gomphichis cundinamarcae,Gomphichis cundinamarcae Renz,Renz,species,accepted,False,,2,GBIF
6031,Gomphichis epiphytica,"Gomphichis epiphytica Szlach., S. Nowak & Paluch.","Szlach., S. Nowak & Paluch.",species,accepted,False,,2,GBIF
6032,Gomphichis fernandezii,Gomphichis fernandezii S. Nowak & Szlach.,S. Nowak & Szlach.,species,accepted,False,,2,GBIF
6033,Gomphichis goodyeroides,Gomphichis goodyeroides Lindl.,Lindl.,species,accepted,False,,2,GBIF
6034,Gomphichis gracilis,Gomphichis gracilis Schltr.,Schltr.,species,accepted,False,,2,GBIF
6035,Gomphichis hetaerioides,Gomphichis hetaerioides Schltr.,Schltr.,species,accepted,False,,2,GBIF
6036,Gomphichis jaramilloi,Gomphichis jaramilloi S. Nowak & Szlach.,S. Nowak & Szlach.,species,accepted,False,,2,GBIF
6037,Gomphichis koehleri,Gomphichis koehleri Schltr.,Schltr.,species,accepted,False,,2,GBIF
6038,Gomphichis lancipetala,Gomphichis lancipetala Schltr.,Schltr.,species,accepted,False,,2,GBIF
6039,Gomphichis longifolia,Gomphichis longifolia (Rolfe) Schltr.,(Rolfe) Schltr.,species,accepted,False,,2,GBIF
6040,Gomphichis longiscapa,Gomphichis longiscapa (Kraenzl.) Schltr.,(Kraenzl.) Schltr.,species,accepted,False,,2,GBIF
6041,Gomphichis lozanoi,Gomphichis lozanoi S. Nowak & Szlach.,S. Nowak & Szlach.,species,accepted,False,,2,GBIF
6042,Gomphichis macbridei,Gomphichis macbridei C. Schweinf.,C. Schweinf.,species,accepted,False,,2,GBIF
6043,Gomphichis magnicallosa,Gomphichis magnicallosa S. Nowak & Szlach.,S. Nowak & Szlach.,species,accepted,False,,2,GBIF
6044,Gomphichis monstruosa,Gomphichis monstruosa S. Nowak & Szlach.,S. Nowak & Szlach.,species,accepted,False,,2,GBIF
6045,Gomphichis plantaginea,Gomphichis plantaginea Schltr.,Schltr.,species,accepted,False,,2,GBIF
6046,Gomphichis plantaginifolia,Gomphichis plantaginifolia C. Schweinf.,C. Schweinf.,species,accepted,False,,2,GBIF
6047,Gomphichis pseudogoodyeroides,Gomphichis pseudogoodyeroides S. Nowak & Szlach.,S. Nowak & Szlach.,species,accepted,False,,2,GBIF
6048,Gomphichis renziana,"Gomphichis renziana Szlach., S. Nowak & Paluch.","Szlach., S. Nowak & Paluch.",species,accepted,False,,2,GBIF
6049,Gomphichis salamancae,Gomphichis salamancae S. Nowak & Szlach.,S. Nowak & Szlach.,species,accepted,False,,2,GBIF
6050,Gomphichis scaposa,Gomphichis scaposa Schltr.,Schltr.,species,accepted,False,,2,GBIF
6051,Porphyrostachys parviflora,Porphyrostachys parviflora (C. Schweinf.) Garay,(C. Schweinf.) Garay,species,accepted,False,,1,GBIF
6052,Porphyrostachys pilifera,Porphyrostachys pilifera (Kunth) Rchb.f.,(Kunth) Rchb.f.,species,accepted,False,,1,GBIF
6053,Solenocentrum,Solenocentrum Schltr.,Schltr.,genus,accepted,False,,2,GBIF;POWO
6054,Solenocentrum costaricense,Solenocentrum costaricense Schltr.,Schltr.,species,accepted,False,,2,GBIF
6055,Solenocentrum lueri,Solenocentrum lueri Dodson & R. V&aacute;squez,Dodson & R. V&aacute;squez,species,accepted,False,,3,GBIF
6056,Solenocentrum maasii,Solenocentrum maasii Dressler,Dressler,species,accepted,False,,2,GBIF
6057,Solenocentrum oblongum,Solenocentrum oblongum Damian & Mitidieri,Damian & Mitidieri,species,accepted,False,,2,GBIF
6058,Pseudocentrum,Pseudocentrum Lindl.,Lindl.,genus,accepted,False,,2,GBIF;POWO
6059,Pseudocentrum alpinum,Pseudocentrum alpinum Szlach. & Kolan.,Szlach. & Kolan.,species,accepted,False,,2,GBIF
6060,Pseudocentrum bursarium,Pseudocentrum bursarium Rchb.f.,Rchb.f.,species,accepted,False,,2,GBIF
6061,Pseudocentrum cauliifolium,Pseudocentrum cauliifolium Szlach. & Kolan.,Szlach. & Kolan.,species,accepted,False,,2,GBIF
6062,Pseudocentrum glabrum,Pseudocentrum glabrum J. S. Moreno & P. A. Harding,J. S. Moreno & P. A. Harding,species,accepted,False,,2,GBIF
6063,Pseudocentrum guadalupense,Pseudocentrum guadalupense Cogn.,Cogn.,species,accepted,False,,2,GBIF
6064,Pseudocentrum hirtzii,Pseudocentrum hirtzii Szlach. & Kolan.,Szlach. & Kolan.,species,accepted,False,,2,GBIF
6065,Pseudocentrum hoffmannii,Pseudocentrum hoffmannii (Rchb.f.) Rchb.f.,(Rchb.f.) Rchb.f.,species,accepted,False,,2,GBIF
6066,Pseudocentrum kayi,Pseudocentrum kayi Szlach. & Kolan.,Szlach. & Kolan.,species,accepted,False,,2,GBIF
6067,Pseudocentrum macrostachyum,Pseudocentrum macrostachyum Lindl.,Lindl.,species,accepted,False,,2,GBIF
6068,Pseudocentrum magnicalcar,Pseudocentrum magnicalcar Szlach. & Kolan.,Szlach. & Kolan.,species,accepted,False,,2,GBIF
6069,Pseudocentrum minus,Pseudocentrum minus Benth.,Benth.,species,accepted,False,,2,GBIF
6070,Pseudocentrum purdii,Pseudocentrum purdii Garay,Garay,species,accepted,False,,2,GBIF
6071,Pseudocentrum silverstonei,Pseudocentrum silverstonei Szlach. & Kolan.,Szlach. & Kolan.,species,accepted,False,,2,GBIF
6072,Pseudocentrum sylvicola,Pseudocentrum sylvicola Rchb.f.,Rchb.f.,species,accepted,False,,2,GBIF
6073,Pseudocentrum tandayapense,Pseudocentrum tandayapense Szlach. & Kolan.,Szlach. & Kolan.,species,accepted,False,,2,GBIF
6074,Pseudocentrum truncipetalum,Pseudocentrum truncipetalum Szlach. & Kolan.,Szlach. & Kolan.,species,accepted,False,,2,GBIF
6075,Baskervilla,Baskervilla Lindl.,Lindl.,genus,accepted,False,,2,GBIF;POWO
6076,Baskervilla asplundii,Baskervilla asplundii (Garay) Szlach. & Kolan.,(Garay) Szlach. & Kolan.,species,accepted,False,,2,GBIF
6077,Baskervilla assurgens,Baskervilla assurgens Lindl.,Lindl.,species,accepted,False,,1,GBIF
6078,Baskervilla auriculata,Baskervilla auriculata Garay,Garay,species,accepted,False,,2,GBIF
6079,Baskervilla boliviana,Baskervilla boliviana T. Hashim.,T. Hashim.,species,accepted,False,,1,GBIF
6080,Baskervilla colombiana,Baskervilla colombiana Garay,Garay,species,accepted,False,,1,GBIF
6081,Baskervilla leptantha,Baskervilla leptantha Dressler,Dressler,species,accepted,False,,1,GBIF
6082,Baskervilla machupicchuensis,Baskervilla machupicchuensis Nauray & Christenson,Nauray & Christenson,species,accepted,False,,2,GBIF
6083,Glomera geelvinkensis,Glomera geelvinkensis J. J. Sm.,J. J. Sm.,species,accepted,False,,1,GBIF
6084,Baskervilla paranaensis,Baskervilla paranaensis (Kraenzl.) Schltr.,(Kraenzl.) Schltr.,species,accepted,False,,1,GBIF
6085,Baskervilla pastasae,Baskervilla pastasae Garay,Garay,species,accepted,False,,1,GBIF
6086,Baskervilla stenopetala,Baskervilla stenopetala Dressler,Dressler,species,accepted,False,,1,GBIF
6087,Baskervilla venezuelana,Baskervilla venezuelana Garay & Dunst.,Garay & Dunst.,species,accepted,False,,2,GBIF
6088,Ponthieva,Ponthieva R. Br.,R. Br.,genus,accepted,False,,2,GBIF;POWO
6089,Ponthieva andicola,Ponthieva andicola Rchb.f.,Rchb.f.,species,accepted,False,,2,GBIF
6090,Ponthieva appendiculata,Ponthieva appendiculata Schltr.,Schltr.,species,accepted,False,,2,GBIF
6091,Ponthieva bicornuta,Ponthieva bicornuta C. Schweinf.,C. Schweinf.,species,accepted,False,,2,GBIF
6092,Ponthieva boliviensis,"Ponthieva boliviensis Kolan., Baranow & A. Fuentes","Kolan., Baranow & A. Fuentes",species,accepted,False,,2,GBIF
6093,Ponthieva brittoniae,Ponthieva brittoniae Ames,Ames,species,accepted,False,,2,GBIF
6094,Ponthieva camargoi,Ponthieva camargoi Szlach. & Kolan.,Szlach. & Kolan.,species,accepted,False,,2,GBIF
6095,Ponthieva campestris,Ponthieva campestris (Liebm.) Garay,(Liebm.) Garay,species,accepted,False,,2,GBIF
6096,Ponthieva castanedae,Ponthieva castanedae Szlach. & Kolan.,Szlach. & Kolan.,species,accepted,False,,2,GBIF
6097,Ponthieva cesarensis,Ponthieva cesarensis Szlach. & Kolan.,Szlach. & Kolan.,species,accepted,False,,2,GBIF
6098,Ponthieva collantesii,Ponthieva collantesii D. E. Benn. & Christenson,D. E. Benn. & Christenson,species,accepted,False,,3,GBIF
6099,Ponthieva cornuta,Ponthieva cornuta Rchb.f.,Rchb.f.,species,accepted,False,,2,GBIF
6100,Ponthieva curvilabia,Ponthieva curvilabia Garay,Garay,species,accepted,False,,2,GBIF
6101,Ponthieva cuyujana,Ponthieva cuyujana Dodson & Hirtz,Dodson & Hirtz,species,accepted,False,,3,GBIF
6102,Ponthieva diptera,Ponthieva diptera Linden & Rchb.f.,Linden & Rchb.f.,species,accepted,False,,3,GBIF
6103,Ponthieva elata,Ponthieva elata Schltr.,Schltr.,species,accepted,False,,2,GBIF
6104,Ponthieva elegans,Ponthieva elegans (Kraenzl.) Schltr.,(Kraenzl.) Schltr.,species,accepted,False,,2,GBIF
6105,Ponthieva ephippium,Ponthieva ephippium Rchb.f.,Rchb.f.,species,accepted,False,,2,GBIF
6106,Pleurothallis platysepala,Pleurothallis platysepala Schltr.,Schltr.,species,accepted,False,,2,GBIF
6107,Pleurothallis poculifera,Pleurothallis poculifera Luer & R. Escobar,Luer & R. Escobar,species,accepted,False,,2,GBIF
6108,Ponthieva fertilis,Ponthieva fertilis (F. Lehm. & Kraenzl.) Salazar,(F. Lehm. & Kraenzl.) Salazar,species,accepted,False,,2,GBIF
6109,Ponthieva formosa,Ponthieva formosa Schltr.,Schltr.,species,accepted,False,,2,GBIF
6110,Ponthieva garayana,Ponthieva garayana Dodson & R. V&aacute;squez,Dodson & R. V&aacute;squez,species,accepted,False,,3,GBIF
6111,Ponthieva gimana,Ponthieva gimana Dodson,Dodson,species,accepted,False,,2,GBIF
6112,Ponthieva glabriflora,Ponthieva glabriflora (Szlach. & Kolan.) J. M. H. Shaw,(Szlach. & Kolan.) J. M. H. Shaw,species,accepted,False,,2,GBIF
6113,Ponthieva gracilis,Ponthieva gracilis Renz,Renz,species,accepted,False,,2,GBIF
6114,Ponthieva hameri,Ponthieva hameri Dressler,Dressler,species,accepted,False,,2,GBIF
6115,Ponthieva hassleri,Ponthieva hassleri Schltr.,Schltr.,species,accepted,False,,2,GBIF
6116,Ponthieva hermiliae,Ponthieva hermiliae L. Valenz.,L. Valenz.,species,accepted,False,,1,GBIF
6117,Lepanthes inescata,Lepanthes inescata Luer,Luer,species,accepted,False,,1,GBIF
6118,Ponthieva inaudita,Ponthieva inaudita Rchb.f.,Rchb.f.,species,accepted,False,,2,GBIF
6119,Ponthieva insularis,Ponthieva insularis Dressler,Dressler,species,accepted,False,,2,GBIF
6120,Ponthieva jamesonii,Ponthieva jamesonii Kolan. & Szlach.,Kolan. & Szlach.,species,accepted,False,,2,GBIF
6121,Ponthieva keraia,Ponthieva keraia Garay & Dunst.,Garay & Dunst.,species,accepted,False,,3,GBIF
6122,Ponthieva kraenzliniana,Ponthieva kraenzliniana (Szlach. & Kolan.) J. M. H. Shaw,(Szlach. & Kolan.) J. M. H. Shaw,species,accepted,False,,2,GBIF
6123,Ponthieva lilacina,Ponthieva lilacina C. Schweinf.,C. Schweinf.,species,accepted,False,,2,GBIF
6124,Ponthieva luegii,"Ponthieva luegii Archila, Szlach. & Chiron","Archila, Szlach. & Chiron",species,accepted,False,,2,GBIF
6125,Ponthieva maculata,Ponthieva maculata Lindl.,Lindl.,species,accepted,False,,2,GBIF
6126,Ponthieva mandonii,Ponthieva mandonii Rchb.f.,Rchb.f.,species,accepted,False,,2,GBIF
6127,Ponthieva mexicana,Ponthieva mexicana (A. Rich. & Galeotti) Salazar,(A. Rich. & Galeotti) Salazar,species,accepted,False,,2,GBIF
6128,Ponthieva micromystax,Ponthieva micromystax Kraenzl. ex Szlach. & Kolan.,Kraenzl. ex Szlach. & Kolan.,species,accepted,False,,2,GBIF
6129,Ponthieva napoensis,"Ponthieva napoensis Szlach., Kolan. & Eichmann","Szlach., Kolan. & Eichmann",species,accepted,False,,2,GBIF
6130,Ponthieva nicolasii,Ponthieva nicolasii Archila & Vinc. Bertolini,Archila & Vinc. Bertolini,species,accepted,False,,2,GBIF
6131,Ponthieva nigricans,Ponthieva nigricans Schltr.,Schltr.,species,accepted,False,,2,GBIF
6132,Ponthieva oligoneura,Ponthieva oligoneura Schltr.,Schltr.,species,accepted,False,,2,GBIF
6133,Ponthieva orchioides,Ponthieva orchioides Schltr.,Schltr.,species,accepted,False,,2,GBIF
6134,Ponthieva ovatilabia,Ponthieva ovatilabia C. Schweinf.,C. Schweinf.,species,accepted,False,,2,GBIF
6135,Ponthieva parvilabris,Ponthieva parvilabris (Lindl.) Benth. ex Griseb.,(Lindl.) Benth. ex Griseb.,species,accepted,False,,2,GBIF
6136,Ponthieva parvula,Ponthieva parvula Schltr.,Schltr.,species,accepted,False,,2,GBIF
6137,Ponthieva pauciflora,Ponthieva pauciflora (Sw.) Fawc. & Rendle,(Sw.) Fawc. & Rendle,species,accepted,False,,3,GBIF
6138,Ponthieva petiolata,Ponthieva petiolata Lindl.,Lindl.,species,accepted,False,,2,GBIF
6139,Ponthieva phaenoleuca,Ponthieva phaenoleuca (Barb. Rodr.) Cogn.,(Barb. Rodr.) Cogn.,species,accepted,False,,2,GBIF
6140,Ponthieva pilosissima,Ponthieva pilosissima (Senghas) Dodson,(Senghas) Dodson,species,accepted,False,,2,GBIF
6141,Ponthieva pseudoracemosa,Ponthieva pseudoracemosa Garay,Garay,species,accepted,False,,2,GBIF
6142,Ponthieva pubescens,Ponthieva pubescens (C. Presl) C. Schweinf.,(C. Presl) C. Schweinf.,species,accepted,False,,2,GBIF
6143,Ponthieva pulchella,Ponthieva pulchella Schltr.,Schltr.,species,accepted,False,,2,GBIF
6144,Eurystyles ananassocomos,Eurystyles ananassocomos (Rchb.f.) Schltr.,(Rchb.f.) Schltr.,species,accepted,False,,1,GBIF
6145,Eurystyles auriculata,Eurystyles auriculata Schltr.,Schltr.,species,accepted,False,,1,GBIF
6146,Ponthieva racemosa,Ponthieva racemosa (Walt.) C. Mohr,(Walt.) C. Mohr,species,accepted,False,,2,GBIF
6147,Ponthieva rinconii,Ponthieva rinconii Salazar,Salazar,species,accepted,False,,2,GBIF
6148,Ponthieva rostrata,Ponthieva rostrata Lindl.,Lindl.,species,accepted,False,,2,GBIF
6149,Ponthieva schaffneri,Ponthieva schaffneri (Rchb.f.) E. W. Greenw.,(Rchb.f.) E. W. Greenw.,species,accepted,False,,2,GBIF
6150,Ponthieva similis,Ponthieva similis C. Schweinf.,C. Schweinf.,species,accepted,False,,2,GBIF
6151,Ponthieva sprucei,Ponthieva sprucei Cogn.,Cogn.,species,accepted,False,,2,GBIF
6152,Ponthieva sylvicola,Ponthieva sylvicola Rchb.f.,Rchb.f.,species,accepted,False,,2,GBIF
6153,Ponthieva triloba,Ponthieva triloba Schltr.,Schltr.,species,accepted,False,,2,GBIF
6154,Ponthieva trilobata,Ponthieva trilobata (L. O. Williams) L. O. Williams,(L. O. Williams) L. O. Williams,species,accepted,False,,2,GBIF
6155,Ponthieva tuerckheimii,Ponthieva tuerckheimii Schltr.,Schltr.,species,accepted,False,,2,GBIF
